Date,YearMonth,URL,Primary_Search_Intent,SEMrush_Best_Position,Tracked_Keywords_Count,Total_Keyword_Search_Volume,GSC_Position,Impressions,Clicks,CTR,Completed_Orders,Revenue,Revenue_Per_Click,Conversion_Rate_%,MoM_Revenue_Growth_%
2024-08-28,2024-08,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,13.7,90,6,0.0667,0,0.0,0.0,0.0,
2024-08-29,2024-08,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,13.4,92,3,0.0326,0,0.0,0.0,0.0,
2024-08-30,2024-08,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,17.6,90,4,0.0444,0,0.0,0.0,0.0,
2024-08-31,2024-08,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,9.5,94,3,0.0319,0,0.0,0.0,0.0,
2024-09-01,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,11.0,98,2,0.0204,0,0.0,0.0,0.0,-13.81
2024-09-02,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,15.1,91,2,0.022,0,0.0,0.0,0.0,-13.81
2024-09-03,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,14.8,101,3,0.0297,0,0.0,0.0,0.0,-13.81
2024-09-04,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,14.4,108,4,0.037,0,0.0,0.0,0.0,-13.81
2024-09-05,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,15.5,115,5,0.0435,0,0.0,0.0,0.0,-13.81
2024-09-06,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,11.0,100,2,0.02,0,0.0,0.0,0.0,-13.81
2024-09-07,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,17.3,96,5,0.0521,0,0.0,0.0,0.0,-13.81
2024-09-08,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,11.1,88,2,0.0227,0,0.0,0.0,0.0,-13.81
2024-09-09,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,13.9,107,3,0.028,0,0.0,0.0,0.0,-13.81
2024-09-10,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,12.9,115,2,0.0174,0,0.0,0.0,0.0,-13.81
2024-09-11,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,11.7,102,3,0.0294,0,0.0,0.0,0.0,-13.81
2024-09-12,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,20.2,98,5,0.051,0,0.0,0.0,0.0,-13.81
2024-09-13,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,15.4,93,2,0.0215,0,0.0,0.0,0.0,-13.81
2024-09-14,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,14.8,94,2,0.0213,0,0.0,0.0,0.0,-13.81
2024-09-15,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,13.1,93,5,0.0538,0,0.0,0.0,0.0,-13.81
2024-09-16,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,14.9,104,3,0.0288,0,0.0,0.0,0.0,-13.81
2024-09-17,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,9.9,111,5,0.045,0,0.0,0.0,0.0,-13.81
2024-09-18,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,14.6,99,2,0.0202,0,0.0,0.0,0.0,-13.81
2024-09-19,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,13.0,89,3,0.0337,0,0.0,0.0,0.0,-13.81
2024-09-20,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,13.4,103,2,0.0194,0,0.0,0.0,0.0,-13.81
2024-09-21,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,16.6,101,3,0.0297,0,0.0,0.0,0.0,-13.81
2024-09-22,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,6.5,99,7,0.0707,0,0.0,0.0,0.0,-13.81
2024-09-23,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,9.1,114,4,0.0351,0,0.0,0.0,0.0,-13.81
2024-09-24,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,14.3,95,5,0.0526,1,119.13,23.83,20.0,-13.81
2024-09-25,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,14.5,94,5,0.0532,0,0.0,0.0,0.0,-13.81
2024-09-26,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,6.4,99,2,0.0202,0,0.0,0.0,0.0,-13.81
2024-09-27,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,10.5,105,3,0.0286,0,0.0,0.0,0.0,-13.81
2024-09-28,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,8.0,96,2,0.0208,0,0.0,0.0,0.0,-13.81
2024-09-29,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,12.5,97,3,0.0309,0,0.0,0.0,0.0,-13.81
2024-09-30,2024-09,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,10.5,113,5,0.0442,0,0.0,0.0,0.0,-13.81
2024-10-01,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,13.7,119,6,0.0504,0,0.0,0.0,0.0,25.27
2024-10-02,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,11.8,95,2,0.0211,0,0.0,0.0,0.0,25.27
2024-10-03,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,17.4,114,6,0.0526,0,0.0,0.0,0.0,25.27
2024-10-04,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,9.0,111,2,0.018,1,144.45,72.22,50.0,25.27
2024-10-05,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,15.0,111,6,0.0541,0,0.0,0.0,0.0,25.27
2024-10-06,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,12.3,91,5,0.0549,0,0.0,0.0,0.0,25.27
2024-10-07,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,9.4,114,3,0.0263,0,0.0,0.0,0.0,25.27
2024-10-08,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,14.5,98,5,0.051,1,126.98,25.4,20.0,25.27
2024-10-09,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,12.7,95,7,0.0737,0,0.0,0.0,0.0,25.27
2024-10-10,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,13.9,119,3,0.0252,1,150.91,50.3,33.33,25.27
2024-10-11,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,10.2,101,2,0.0198,0,0.0,0.0,0.0,25.27
2024-10-12,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,7.6,116,5,0.0431,0,0.0,0.0,0.0,25.27
2024-10-13,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,16.1,104,6,0.0577,0,0.0,0.0,0.0,25.27
2024-10-14,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,12.2,109,5,0.0459,0,0.0,0.0,0.0,25.27
2024-10-15,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,7.7,92,3,0.0326,0,0.0,0.0,0.0,25.27
2024-10-16,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,14.4,92,3,0.0326,0,0.0,0.0,0.0,25.27
2024-10-17,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,12.5,113,5,0.0442,0,0.0,0.0,0.0,25.27
2024-10-18,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,14.0,118,3,0.0254,0,0.0,0.0,0.0,25.27
2024-10-19,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,17.7,119,7,0.0588,0,0.0,0.0,0.0,25.27
2024-10-20,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,10.4,126,4,0.0317,1,138.51,34.63,25.0,25.27
2024-10-21,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,14.1,119,8,0.0672,0,0.0,0.0,0.0,25.27
2024-10-22,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,15.9,113,4,0.0354,0,0.0,0.0,0.0,25.27
2024-10-23,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,7.8,119,5,0.042,2,291.43,58.29,40.0,25.27
2024-10-24,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,16.6,111,6,0.0541,0,0.0,0.0,0.0,25.27
2024-10-25,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,12.5,117,5,0.0427,0,0.0,0.0,0.0,25.27
2024-10-26,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,14.4,100,5,0.05,0,0.0,0.0,0.0,25.27
2024-10-27,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,9.1,123,9,0.0732,0,0.0,0.0,0.0,25.27
2024-10-28,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,15.2,106,4,0.0377,0,0.0,0.0,0.0,25.27
2024-10-29,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,11.0,108,5,0.0463,0,0.0,0.0,0.0,25.27
2024-10-30,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,15.0,118,6,0.0508,0,0.0,0.0,0.0,25.27
2024-10-31,2024-10,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,12.5,113,2,0.0177,2,253.94,126.97,100.0,25.27
2024-11-01,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,14.0,108,3,0.0278,0,0.0,0.0,0.0,13.64
2024-11-02,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,11.9,125,5,0.04,0,0.0,0.0,0.0,13.64
2024-11-03,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,10.1,113,3,0.0265,0,0.0,0.0,0.0,13.64
2024-11-04,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,9.2,116,3,0.0259,0,0.0,0.0,0.0,13.64
2024-11-05,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,16.0,120,2,0.0167,1,155.23,77.61,50.0,13.64
2024-11-06,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,9.2,118,4,0.0339,0,0.0,0.0,0.0,13.64
2024-11-07,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,13.8,112,6,0.0536,0,0.0,0.0,0.0,13.64
2024-11-08,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,12.6,128,3,0.0234,0,0.0,0.0,0.0,13.64
2024-11-09,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,14.5,126,3,0.0238,1,125.44,41.81,33.33,13.64
2024-11-10,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,14.4,104,6,0.0577,0,0.0,0.0,0.0,13.64
2024-11-11,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,8.5,131,2,0.0153,0,0.0,0.0,0.0,13.64
2024-11-12,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,10.5,122,7,0.0574,0,0.0,0.0,0.0,13.64
2024-11-13,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,8.5,133,2,0.015,0,0.0,0.0,0.0,13.64
2024-11-14,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,18.1,137,3,0.0219,0,0.0,0.0,0.0,13.64
2024-11-15,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,12.3,104,3,0.0288,0,0.0,0.0,0.0,13.64
2024-11-16,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,14.4,126,4,0.0317,0,0.0,0.0,0.0,13.64
2024-11-17,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,10.8,120,9,0.075,0,0.0,0.0,0.0,13.64
2024-11-18,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,10.5,104,3,0.0288,0,0.0,0.0,0.0,13.64
2024-11-19,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,7.6,122,7,0.0574,0,0.0,0.0,0.0,13.64
2024-11-20,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,14.3,115,3,0.0261,1,123.25,41.08,33.33,13.64
2024-11-21,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,8.3,125,5,0.04,0,0.0,0.0,0.0,13.64
2024-11-22,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,16.1,116,3,0.0259,0,0.0,0.0,0.0,13.64
2024-11-23,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,12.8,135,8,0.0593,0,0.0,0.0,0.0,13.64
2024-11-24,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,7.0,129,5,0.0388,0,0.0,0.0,0.0,13.64
2024-11-25,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,12.2,127,6,0.0472,0,0.0,0.0,0.0,13.64
2024-11-26,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,9.9,114,3,0.0263,0,0.0,0.0,0.0,13.64
2024-11-27,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,11.1,146,3,0.0205,0,0.0,0.0,0.0,13.64
2024-11-28,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,7.2,142,10,0.0704,0,0.0,0.0,0.0,13.64
2024-11-29,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,5.6,124,5,0.0403,0,0.0,0.0,0.0,13.64
2024-11-30,2024-11,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,13.1,122,2,0.0164,1,123.87,61.94,50.0,13.64
2024-12-01,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,10.6,129,4,0.031,1,146.46,36.62,25.0,36.35
2024-12-02,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,11.7,146,11,0.0753,1,133.09,12.1,9.09,36.35
2024-12-03,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,8.2,128,3,0.0234,1,127.24,42.41,33.33,36.35
2024-12-04,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,9.6,137,6,0.0438,0,0.0,0.0,0.0,36.35
2024-12-05,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,12.5,115,6,0.0522,1,152.23,25.37,16.67,36.35
2024-12-06,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,12.0,143,8,0.0559,0,0.0,0.0,0.0,36.35
2024-12-07,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,10.0,135,2,0.0148,0,0.0,0.0,0.0,36.35
2024-12-08,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,10.4,126,2,0.0159,0,0.0,0.0,0.0,36.35
2024-12-09,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,12.0,153,3,0.0196,0,0.0,0.0,0.0,36.35
2024-12-10,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,13.3,144,3,0.0208,0,0.0,0.0,0.0,36.35
2024-12-11,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,13.3,153,10,0.0654,0,0.0,0.0,0.0,36.35
2024-12-12,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,10.1,130,5,0.0385,0,0.0,0.0,0.0,36.35
2024-12-13,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,15.6,157,3,0.0191,0,0.0,0.0,0.0,36.35
2024-12-14,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,12.0,145,3,0.0207,1,120.64,40.21,33.33,36.35
2024-12-15,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,13.7,151,11,0.0728,1,140.7,12.79,9.09,36.35
2024-12-16,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,10.7,137,6,0.0438,0,0.0,0.0,0.0,36.35
2024-12-17,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,7.5,140,8,0.0571,0,0.0,0.0,0.0,36.35
2024-12-18,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,8.3,123,5,0.0407,0,0.0,0.0,0.0,36.35
2024-12-19,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,10.9,128,7,0.0547,0,0.0,0.0,0.0,36.35
2024-12-20,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,15.8,161,12,0.0745,2,262.54,21.88,16.67,36.35
2024-12-21,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,8.3,151,6,0.0397,1,155.66,25.94,16.67,36.35
2024-12-22,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,8.9,143,3,0.021,0,0.0,0.0,0.0,36.35
2024-12-23,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,9.3,150,7,0.0467,0,0.0,0.0,0.0,36.35
2024-12-24,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,10.8,152,8,0.0526,1,151.87,18.98,12.5,36.35
2024-12-25,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,9.6,159,4,0.0252,0,0.0,0.0,0.0,36.35
2024-12-26,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,7.6,164,9,0.0549,0,0.0,0.0,0.0,36.35
2024-12-27,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,11.3,153,7,0.0458,0,0.0,0.0,0.0,36.35
2024-12-28,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,10.9,143,7,0.049,0,0.0,0.0,0.0,36.35
2024-12-29,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,9.1,140,5,0.0357,0,0.0,0.0,0.0,36.35
2024-12-30,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,8.5,130,7,0.0538,0,0.0,0.0,0.0,36.35
2024-12-31,2024-12,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,8.3,134,3,0.0224,0,0.0,0.0,0.0,36.35
2025-01-01,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,11.3,164,3,0.0183,0,0.0,0.0,0.0,2.94
2025-01-02,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,10.6,171,7,0.0409,1,117.12,16.73,14.29,2.94
2025-01-03,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,14.6,170,9,0.0529,1,128.72,14.3,11.11,2.94
2025-01-04,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,8.9,178,5,0.0281,0,0.0,0.0,0.0,2.94
2025-01-05,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,10.4,133,3,0.0226,0,0.0,0.0,0.0,2.94
2025-01-06,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,13.0,159,6,0.0377,1,140.8,23.47,16.67,2.94
2025-01-07,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,10.4,152,8,0.0526,1,145.51,18.19,12.5,2.94
2025-01-08,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,13.2,171,8,0.0468,1,131.34,16.42,12.5,2.94
2025-01-09,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,9.8,146,4,0.0274,2,238.79,59.7,50.0,2.94
2025-01-10,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,11.4,173,6,0.0347,0,0.0,0.0,0.0,2.94
2025-01-11,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,9.9,176,8,0.0455,0,0.0,0.0,0.0,2.94
2025-01-12,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,9.8,160,7,0.0437,1,151.66,21.67,14.29,2.94
2025-01-13,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,7.4,154,6,0.039,0,0.0,0.0,0.0,2.94
2025-01-14,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,8.3,163,4,0.0245,0,0.0,0.0,0.0,2.94
2025-01-15,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,8.7,142,8,0.0563,0,0.0,0.0,0.0,2.94
2025-01-16,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,3.4,170,10,0.0588,0,0.0,0.0,0.0,2.94
2025-01-17,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,8.6,158,8,0.0506,0,0.0,0.0,0.0,2.94
2025-01-18,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,11.4,183,10,0.0546,0,0.0,0.0,0.0,2.94
2025-01-19,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,7.5,156,3,0.0192,0,0.0,0.0,0.0,2.94
2025-01-20,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,8.2,153,11,0.0719,1,124.64,11.33,9.09,2.94
2025-01-21,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,12.2,154,6,0.039,0,0.0,0.0,0.0,2.94
2025-01-22,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,12.2,159,4,0.0252,0,0.0,0.0,0.0,2.94
2025-01-23,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,8.4,152,3,0.0197,0,0.0,0.0,0.0,2.94
2025-01-24,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,12.9,194,6,0.0309,0,0.0,0.0,0.0,2.94
2025-01-25,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,10.7,185,8,0.0432,2,270.85,33.86,25.0,2.94
2025-01-26,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,15.7,174,4,0.023,0,0.0,0.0,0.0,2.94
2025-01-27,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,11.4,187,5,0.0267,1,128.09,25.62,20.0,2.94
2025-01-28,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,14.5,174,7,0.0402,0,0.0,0.0,0.0,2.94
2025-01-29,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,9.8,178,9,0.0506,0,0.0,0.0,0.0,2.94
2025-01-30,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,9.8,192,6,0.0312,0,0.0,0.0,0.0,2.94
2025-01-31,2025-01,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,5.7,165,6,0.0364,0,0.0,0.0,0.0,2.94
2025-02-01,2025-02,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,12.1,158,11,0.0696,0,0.0,0.0,0.0,-3.77
2025-02-02,2025-02,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,9.7,151,7,0.0464,0,0.0,0.0,0.0,-3.77
2025-02-03,2025-02,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,13.6,197,5,0.0254,0,0.0,0.0,0.0,-3.77
2025-02-04,2025-02,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,13.8,202,10,0.0495,0,0.0,0.0,0.0,-3.77
2025-02-05,2025-02,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,3.6,177,6,0.0339,1,133.65,22.28,16.67,-3.77
2025-02-06,2025-02,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,7.4,176,10,0.0568,1,120.5,12.05,10.0,-3.77
2025-02-07,2025-02,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,8.7,203,9,0.0443,0,0.0,0.0,0.0,-3.77
2025-02-08,2025-02,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,13.2,177,6,0.0339,0,0.0,0.0,0.0,-3.77
2025-02-09,2025-02,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,9.5,205,10,0.0488,1,118.69,11.87,10.0,-3.77
2025-02-10,2025-02,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,7.2,160,6,0.0375,0,0.0,0.0,0.0,-3.77
2025-02-11,2025-02,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,9.5,184,3,0.0163,0,0.0,0.0,0.0,-3.77
2025-02-12,2025-02,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,16.1,210,12,0.0571,1,120.8,10.07,8.33,-3.77
2025-02-13,2025-02,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,9.4,159,11,0.0692,0,0.0,0.0,0.0,-3.77
2025-02-14,2025-02,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,10.5,213,7,0.0329,0,0.0,0.0,0.0,-3.77
2025-02-15,2025-02,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,10.3,208,7,0.0337,0,0.0,0.0,0.0,-3.77
2025-02-16,2025-02,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,9.3,188,7,0.0372,0,0.0,0.0,0.0,-3.77
2025-02-17,2025-02,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,8.4,198,5,0.0253,1,120.66,24.13,20.0,-3.77
2025-02-18,2025-02,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,5.5,172,8,0.0465,0,0.0,0.0,0.0,-3.77
2025-02-19,2025-02,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,7.3,200,8,0.04,1,155.74,19.47,12.5,-3.77
2025-02-20,2025-02,fitcommerce.com/blog/best-yoga-mats-review,Commercial,11,4,1400,11.4,205,6,0.0293,0,0.0,0.0,0.0,-3.77
